,event_date,year,time_precision,event_type,inter1,interaction,latitude,longitude,geo_precision,fatalities,timestamp,timestampcon,newtimestamp
674,16 April 2018,2018,1,Battle-No change of territory,1,14,7.8155,8.8604,2,4,1524511953,2018-04-16,1523836800.0
676,15 April 2018,2018,1,Battle-No change of territory,1,14,7.8188,9.2453,1,2,1524511953,2018-04-15,1523750400.0
678,15 April 2018,2018,1,Violence against civilians,4,47,8.1,9.13333,2,20,1524511953,2018-04-15,1523750400.0
680,15 April 2018,2018,1,Violence against civilians,4,47,6.5062,7.1002,2,2,1524511953,2018-04-15,1523750400.0
682,15 April 2018,2018,1,Riots/Protests,5,57,7.5876,5.5219,1,0,1524511953,2018-04-15,1523750400.0
684,15 April 2018,2018,1,Violence against civilians,4,47,5.7882,6.4587,1,5,1524511953,2018-04-15,1523750400.0
686,15 April 2018,2018,1,Violence against civilians,4,47,6.694,8.9675,1,3,1524511953,2018-04-15,1523750400.0
688,15 April 2018,2018,1,Battle-No change of territory,1,14,6.606339999999999,3.39543,1,0,1524511953,2018-04-15,1523750400.0
690,15 April 2018,2018,1,Violence against civilians,4,47,8.36667,8.76667,2,20,1524511953,2018-04-15,1523750400.0
692,15 April 2018,2018,1,Violence against civilians,1,17,6.466419999999999,6.93155,1,0,1524511953,2018-04-15,1523750400.0
694,15 April 2018,2018,2,Violence against civilians,3,37,4.31506,6.24176,2,0,1524511953,2018-04-15,1523750400.0
696,15 April 2018,2018,1,Violence against civilians,3,37,7.39385,5.2632699999999994,2,0,1524511953,2018-04-15,1523750400.0
698,15 April 2018,2018,1,Violence against civilians,4,47,8.38333,8.35,2,19,1524511953,2018-04-15,1523750400.0
700,15 April 2018,2018,1,Violence against civilians,4,47,8.1333,8.8,2,19,1524511953,2018-04-15,1523750400.0
702,15 April 2018,2018,1,Battle-No change of territory,8,28,13.4868,13.3296,1,3,1526319991,2018-04-15,1523750400.0
704,14 April 2018,2018,2,Violence against civilians,3,37,11.8464,13.1603,1,1,1524511953,2018-04-14,1523664000.0
706,14 April 2018,2018,2,Battle-No change of territory,1,12,11.25,13.4167,2,2,1524511953,2018-04-14,1523664000.0
708,14 April 2018,2018,2,Battle-No change of territory,1,12,11.155999999999999,12.7576,2,3,1524511953,2018-04-14,1523664000.0
710,14 April 2018,2018,1,Riots/Protests,6,60,9.08333,7.53333,1,0,1524511953,2018-04-14,1523664000.0
711,13 April 2018,2018,1,Riots/Protests,6,16,9.08333,7.53333,1,0,1523901871,2018-04-13,1523577600.0
713,13 April 2018,2018,1,Strategic development,1,12,12.9452,13.6723,1,0,1524511953,2018-04-13,1523577600.0
715,13 April 2018,2018,1,Remote violence,1,12,13.4889,13.329,2,10,1524511953,2018-04-13,1523577600.0
717,13 April 2018,2018,1,Battle-No change of territory,4,44,7.8037,6.9727,2,6,1524511953,2018-04-13,1523577600.0
719,12 April 2018,2018,2,Violence against civilians,4,47,7.85,9.78333,2,51,1523901871,2018-04-12,1523491200.0
721,12 April 2018,2018,2,Violence against civilians,4,47,8.8,4.33333,1,1,1523901871,2018-04-12,1523491200.0
723,12 April 2018,2018,1,Violence against civilians,3,37,10.6624,6.54373,1,0,1523901871,2018-04-12,1523491200.0
725,12 April 2018,2018,1,Violence against civilians,4,47,7.7411,8.5121,2,3,1523901871,2018-04-12,1523491200.0
727,12 April 2018,2018,1,Riots/Protests,6,60,12.0001,8.51672,1,0,1523901871,2018-04-12,1523491200.0
728,12 April 2018,2018,1,Battle-No change of territory,3,13,10.6624,6.54373,1,2,1523901871,2018-04-12,1523491200.0
730,12 April 2018,2018,1,Violence against civilians,4,47,7.736489999999999,9.51261,1,28,1524511953,2018-04-12,1523491200.0
732,12 April 2018,2018,1,Violence against civilians,4,47,7.5021,9.1318,2,28,1524511953,2018-04-12,1523491200.0
734,11 April 2018,2018,1,Riots/Protests,6,60,10.5222,7.438280000000001,1,0,1523901871,2018-04-11,1523404800.0
735,11 April 2018,2018,1,Remote violence,1,12,13.6169,13.2644,2,0,1523901871,2018-04-11,1523404800.0
737,11 April 2018,2018,1,Remote violence,1,12,13.4868,13.3296,1,0,1523901871,2018-04-11,1523404800.0
739,11 April 2018,2018,1,Battle-No change of territory,1,12,11.9259,13.2306,2,3,1523901871,2018-04-11,1523404800.0
741,11 April 2018,2018,1,Battle-No change of territory,1,14,7.8155,8.8604,2,1,1523901871,2018-04-11,1523404800.0
743,11 April 2018,2018,1,Violence against civilians,3,37,6.74569,4.87748,1,0,1523901871,2018-04-11,1523404800.0
745,11 April 2018,2018,1,Violence against civilians,4,47,8.36667,8.76667,2,4,1523901871,2018-04-11,1523404800.0
747,11 April 2018,2018,1,Violence against civilians,3,37,12.1138,5.92427,2,26,1524511953,2018-04-11,1523404800.0
749,11 April 2018,2018,2,Violence against civilians,4,47,6.5942,3.3375,3,0,1524511953,2018-04-11,1523404800.0
751,11 April 2018,2018,1,Battle-No change of territory,4,44,7.5166699999999995,9.61667,2,3,1523901871,2018-04-11,1523404800.0
753,11 April 2018,2018,1,Violence against civilians,4,47,7.5166699999999995,9.61667,2,22,1523901871,2018-04-11,1523404800.0
755,11 April 2018,2018,1,Violence against civilians,4,47,7.5,9.33333,2,1,1523901871,2018-04-11,1523404800.0
757,11 April 2018,2018,1,Strategic development,1,12,9.814169999999999,11.3089,1,0,1523901871,2018-04-11,1523404800.0
759,11 April 2018,2018,1,Riots/Protests,6,60,7.5166699999999995,5.75,1,0,1523901871,2018-04-11,1523404800.0
760,11 April 2018,2018,1,Riots/Protests,5,15,7.252560000000001,5.1931199999999995,1,0,1523901871,2018-04-11,1523404800.0
762,10 April 2018,2018,1,Violence against civilians,4,47,6.267440000000001,6.92283,1,1,1523901871,2018-04-10,1523318400.0
764,10 April 2018,2018,1,Riots/Protests,6,60,7.252560000000001,5.1931199999999995,1,0,1523901871,2018-04-10,1523318400.0
765,10 April 2018,2018,1,Riots/Protests,6,60,6.33505,5.62749,1,0,1523901871,2018-04-10,1523318400.0
766,10 April 2018,2018,1,Riots/Protests,6,60,5.10658,7.36667,1,0,1523901871,2018-04-10,1523318400.0
767,10 April 2018,2018,1,Violence against civilians,3,37,7.5,9.33333,2,3,1523901871,2018-04-10,1523318400.0
769,10 April 2018,2018,1,Violence against civilians,4,47,7.5166699999999995,9.61667,2,7,1523901871,2018-04-10,1523318400.0
771,09 April 2018,2018,1,Violence against civilians,4,47,8.23333,8.56667,1,4,1523901871,2018-04-09,1523232000.0
773,09 April 2018,2018,1,Violence against civilians,4,47,6.19374,5.7202,1,1,1523901871,2018-04-09,1523232000.0
775,09 April 2018,2018,1,Riots/Protests,6,60,7.252560000000001,5.1931199999999995,1,0,1523901871,2018-04-09,1523232000.0
776,09 April 2018,2018,1,Riots/Protests,6,60,6.3079,7.5519300000000005,1,0,1523901871,2018-04-09,1523232000.0
777,09 April 2018,2018,1,Battle-No change of territory,3,33,6.9798,4.00329,1,2,1523901871,2018-04-09,1523232000.0
779,09 April 2018,2018,1,Battle-No change of territory,1,12,12.1,13.7833,2,3,1523901871,2018-04-09,1523232000.0
781,09 April 2018,2018,1,Riots/Protests,6,60,9.08333,7.53333,1,0,1525109183,2018-04-09,1523232000.0
782,08 April 2018,2018,1,Battle-No change of territory,1,12,11.8464,13.1603,1,1,1523901871,2018-04-08,1523145600.0
784,08 April 2018,2018,1,Violence against civilians,3,37,9.53333,8.9,2,5,1523901871,2018-04-08,1523145600.0
786,08 April 2018,2018,2,Violence against civilians,4,47,8.16667,8.6,1,11,1523901871,2018-04-08,1523145600.0
788,08 April 2018,2018,1,Battle-No change of territory,3,33,6.9798,4.00329,1,3,1523901871,2018-04-08,1523145600.0
790,07 April 2018,2018,1,Violence against civilians,4,47,8.23333,8.8,1,2,1524053812,2018-04-07,1523059200.0
792,07 April 2018,2018,1,Violence against civilians,3,37,7.7411,8.5121,2,5,1524053812,2018-04-07,1523059200.0
794,07 April 2018,2018,1,Battle-No change of territory,1,12,11.45,13.6833,1,3,1524053812,2018-04-07,1523059200.0
796,06 April 2018,2018,1,Battle-No change of territory,1,12,9.2,12.4833,3,5,1524053813,2018-04-06,1522972800.0
798,06 April 2018,2018,1,Riots/Protests,5,15,7.621,5.2215,1,0,1524053813,2018-04-06,1522972800.0
800,06 April 2018,2018,1,Battle-No change of territory,4,44,5.8086,8.0812,2,2,1524053813,2018-04-06,1522972800.0
802,06 April 2018,2018,1,Battle-No change of territory,4,44,6.07525,8.329039999999999,2,3,1524053813,2018-04-06,1522972800.0
804,05 April 2018,2018,1,Battle-No change of territory,1,13,12.1138,5.9243,2,23,1524053813,2018-04-05,1522886400.0
806,05 April 2018,2018,1,Violence against civilians,4,47,7.7164,8.1359,2,5,1524053813,2018-04-05,1522886400.0
808,05 April 2018,2018,1,Violence against civilians,4,47,11.1667,7.6333,3,6,1524053813,2018-04-05,1522886400.0
810,05 April 2018,2018,1,Violence against civilians,4,47,7.7167,10.05,2,5,1524053813,2018-04-05,1522886400.0
812,05 April 2018,2018,1,Riots/Protests,6,60,9.0833,7.5333,1,0,1524053813,2018-04-05,1522886400.0
813,05 April 2018,2018,1,Riots/Protests,6,60,7.2526,5.1931,1,0,1524053813,2018-04-05,1522886400.0
814,05 April 2018,2018,1,Riots/Protests,6,60,6.4531,3.3958,1,0,1524053813,2018-04-05,1522886400.0
815,05 April 2018,2018,1,Violence against civilians,4,47,9.4667,8.3833,2,2,1524053813,2018-04-05,1522886400.0
817,05 April 2018,2018,1,Violence against civilians,4,47,7.7215,8.2529,1,5,1524053813,2018-04-05,1522886400.0
819,05 April 2018,2018,1,Violence against civilians,4,47,7.7166,8.899,1,2,1524053813,2018-04-05,1522886400.0
821,05 April 2018,2018,1,Battle-No change of territory,4,44,6.45679,3.3414900000000003,1,15,1524053813,2018-04-05,1522886400.0
823,04 April 2018,2018,1,Violence against civilians,4,47,7.2667,9.9833,1,4,1524053813,2018-04-04,1522800000.0
825,04 April 2018,2018,2,Battle-No change of territory,4,44,6.905,9.0757,1,0,1524053813,2018-04-04,1522800000.0
827,03 April 2018,2018,1,Riots/Protests,6,60,8.4833,8.5167,1,0,1524053813,2018-04-03,1522713600.0
828,03 April 2018,2018,1,Riots/Protests,6,60,9.0833,7.5333,1,0,1524053813,2018-04-03,1522713600.0
829,02 April 2018,2018,1,Violence against civilians,1,17,8.4833,8.5167,3,1,1524053813,2018-04-02,1522627200.0
831,02 April 2018,2018,2,Headquarters or base established,4,40,7.5,9.3333,2,0,1524053813,2018-04-02,1522627200.0
832,02 April 2018,2018,1,Battle-No change of territory,8,48,6.0426,7.5821,2,0,1524053813,2018-04-02,1522627200.0
834,02 April 2018,2018,1,Riots/Protests,6,60,10.6649,7.3869,1,0,1524053813,2018-04-02,1522627200.0
835,02 April 2018,2018,1,Violence against civilians,3,37,10.0167,11.55,1,0,1524053813,2018-04-02,1522627200.0
837,01 April 2018,2018,1,Violence against civilians,2,27,11.777000000000001,13.2029,1,15,1524053813,2018-04-01,1522540800.0
839,01 April 2018,2018,1,Violence against civilians,3,37,10.6624,6.5437,2,2,1524053813,2018-04-01,1522540800.0
841,01 April 2018,2018,1,Battle-No change of territory,1,12,11.9259,13.2306,2,14,1524053813,2018-04-01,1522540800.0
843,31 March 2018,2018,1,Riots/Protests,5,55,7.2263,5.3954,1,0,1524053813,2018-03-31,1522454400.0
845,31 March 2018,2018,2,Riots/Protests,5,57,7.8667,10.9667,1,0,1524053813,2018-03-31,1522454400.0
847,30 March 2018,2018,1,Violence against civilians,4,47,5.132000000000001,8.3395,1,3,1524053814,2018-03-30,1522368000.0
849,30 March 2018,2018,1,Battle-No change of territory,1,12,12.1,13.7,2,5,1524053814,2018-03-30,1522368000.0
851,30 March 2018,2018,1,Riots/Protests,6,60,6.3163,8.1169,1,0,1524053814,2018-03-30,1522368000.0
852,30 March 2018,2018,1,Battle-No change of territory,1,12,11.25,13.4167,1,4,1524053814,2018-03-30,1522368000.0
854,30 March 2018,2018,1,Riots/Protests,6,60,9.0833,7.5333,1,0,1524053814,2018-03-30,1522368000.0
855,29 March 2018,2018,1,Strategic development,1,12,11.6765,10.1948,2,0,1524053814,2018-03-29,1522281600.0
857,29 March 2018,2018,1,Violence against civilians,3,37,9.4833,8.2667,1,6,1524053814,2018-03-29,1522281600.0
859,29 March 2018,2018,1,Riots/Protests,6,60,9.0833,7.5333,1,0,1524053814,2018-03-29,1522281600.0
860,29 March 2018,2018,1,Riots/Protests,6,60,9.08333,7.53333,1,0,1525109183,2018-03-29,1522281600.0
861,29 March 2018,2018,1,Remote violence,2,27,5.63108,7.830239999999999,1,0,1526319991,2018-03-29,1522281600.0
863,28 March 2018,2018,1,Violence against civilians,4,47,12.1138,5.9243,2,32,1524053814,2018-03-28,1522195200.0
865,28 March 2018,2018,1,Riots/Protests,6,60,6.5942,3.3375,1,0,1524053814,2018-03-28,1522195200.0
866,28 March 2018,2018,1,Violence against civilians,4,47,6.6395100000000005,5.76445,1,1,1524053814,2018-03-28,1522195200.0
868,28 March 2018,2018,1,Riots/Protests,6,60,7.3878,3.8964,1,0,1524053814,2018-03-28,1522195200.0
869,28 March 2018,2018,1,Strategic development,1,14,12.9894,7.6006,1,0,1524053814,2018-03-28,1522195200.0
871,27 March 2018,2018,1,Riots/Protests,6,60,5.9359,8.6318,1,0,1524053814,2018-03-27,1522108800.0
872,27 March 2018,2018,1,Battle-No change of territory,1,12,12.024000000000001,13.9165,2,2,1524053814,2018-03-27,1522108800.0
874,27 March 2018,2018,1,Violence against civilians,4,47,12.1138,5.9243,2,31,1524053814,2018-03-27,1522108800.0
876,26 March 2018,2018,1,Riots/Protests,6,16,7.15,3.35,1,0,1524053814,2018-03-26,1522022400.0
878,26 March 2018,2018,1,Riots/Protests,6,60,4.7774,7.0134,1,0,1524053814,2018-03-26,1522022400.0
879,26 March 2018,2018,1,Riots/Protests,5,50,9.0833,7.5333,1,0,1524053814,2018-03-26,1522022400.0
880,26 March 2018,2018,1,Strategic development,3,30,12.9894,7.6006,1,0,1524053814,2018-03-26,1522022400.0
881,26 March 2018,2018,1,Riots/Protests,6,60,9.08333,7.53333,1,0,1525109183,2018-03-26,1522022400.0
882,25 March 2018,2018,1,Violence against civilians,4,47,7.8155,8.8604,2,2,1524053814,2018-03-25,1521936000.0
884,25 March 2018,2018,1,Violence against civilians,4,47,7.827999999999999,7.8141,2,3,1524053814,2018-03-25,1521936000.0
886,23 March 2018,2018,1,Riots/Protests,5,50,10.470999999999998,7.4507,1,0,1524053815,2018-03-23,1521763200.0
887,22 March 2018,2018,1,Riots/Protests,6,60,4.8196,6.2627,1,0,1524053815,2018-03-22,1521676800.0
888,22 March 2018,2018,1,Violence against civilians,3,37,6.4194,7.4387,1,3,1524053815,2018-03-22,1521676800.0
890,22 March 2018,2018,1,Riots/Protests,6,60,6.4194,7.4387,1,0,1524053815,2018-03-22,1521676800.0
891,22 March 2018,2018,1,Violence against civilians,4,47,10.470999999999998,7.4507,1,0,1524053815,2018-03-22,1521676800.0
893,22 March 2018,2018,1,Violence against civilians,4,47,9.794,8.863999999999999,2,3,1524053815,2018-03-22,1521676800.0
895,22 March 2018,2018,1,Violence against civilians,4,47,7.8155,8.8604,2,2,1524053815,2018-03-22,1521676800.0
897,22 March 2018,2018,1,Riots/Protests,6,60,9.08333,7.53333,1,0,1525109183,2018-03-22,1521676800.0
898,21 March 2018,2018,2,Riots/Protests,6,60,5.8352,7.3599,2,0,1523534004,2018-03-21,1521590400.0
899,21 March 2018,2018,1,Riots/Protests,5,15,7.4824,4.5603,1,0,1524053815,2018-03-21,1521590400.0
901,21 March 2018,2018,2,Violence against civilians,4,47,6.735,7.0157,1,2,1524053815,2018-03-21,1521590400.0
903,21 March 2018,2018,1,Riots/Protests,6,60,7.3878,3.8964,1,0,1524053815,2018-03-21,1521590400.0
904,21 March 2018,2018,1,Strategic development,2,27,11.747,11.9608,3,0,1524053815,2018-03-21,1521590400.0
906,20 March 2018,2018,1,Riots/Protests,6,60,9.0833,7.5333,1,0,1524053815,2018-03-20,1521504000.0
907,20 March 2018,2018,1,Strategic development,1,12,9.2,12.4833,3,0,1524053815,2018-03-20,1521504000.0
909,20 March 2018,2018,1,Riots/Protests,6,60,7.7411,8.5121,1,0,1524053815,2018-03-20,1521504000.0
910,20 March 2018,2018,1,Violence against civilians,4,47,4.9333,5.4667,1,0,1524053815,2018-03-20,1521504000.0
912,20 March 2018,2018,1,Battle-No change of territory,1,13,10.5417,7.4297,1,11,1524053815,2018-03-20,1521504000.0
914,20 March 2018,2018,1,Battle-No change of territory,1,13,11.0154,6.7804,2,0,1524053815,2018-03-20,1521504000.0
916,19 March 2018,2018,1,Riots/Protests,6,60,7.2526,5.1931,1,0,1524053815,2018-03-19,1521417600.0
917,19 March 2018,2018,1,Riots/Protests,5,50,6.5164,3.2549,1,0,1524053815,2018-03-19,1521417600.0
918,19 March 2018,2018,1,Riots/Protests,6,60,6.4437,3.2522,1,0,1524053815,2018-03-19,1521417600.0
919,19 March 2018,2018,1,Riots/Protests,6,60,9.2,12.4833,1,0,1524053815,2018-03-19,1521417600.0
920,19 March 2018,2018,1,Riots/Protests,6,60,7.3878,3.8964,1,0,1524053815,2018-03-19,1521417600.0
921,19 March 2018,2018,1,Violence against civilians,3,37,7.8681,7.5091,2,3,1524053815,2018-03-19,1521417600.0
923,19 March 2018,2018,1,Violence against civilians,4,47,8.9961,7.5756,2,1,1524053815,2018-03-19,1521417600.0
925,19 March 2018,2018,1,Riots/Protests,6,60,9.08333,7.53333,1,0,1525109183,2018-03-19,1521417600.0
926,18 March 2018,2018,1,Riots/Protests,6,60,7.621,5.2215,1,0,1524053815,2018-03-18,1521331200.0
927,17 March 2018,2018,1,Violence against civilians,2,27,11.6558,13.4213,2,5,1524053816,2018-03-17,1521244800.0
929,17 March 2018,2018,1,Battle-No change of territory,1,13,11.0162,8.9024,1,4,1524053816,2018-03-17,1521244800.0
931,17 March 2018,2018,1,Riots/Protests,6,60,6.8144,3.1958,1,0,1524053816,2018-03-17,1521244800.0
932,16 March 2018,2018,1,Violence against civilians,4,47,6.6719,5.7696,1,2,1524053816,2018-03-16,1521158400.0
934,16 March 2018,2018,1,Violence against civilians,4,47,6.7458,6.4707,1,3,1524053816,2018-03-16,1521158400.0
936,16 March 2018,2018,1,Battle-No change of territory,4,44,6.5863,3.3808,1,1,1524053816,2018-03-16,1521158400.0
938,15 March 2018,2018,1,Riots/Protests,6,60,7.3878,3.8964,1,0,1524053816,2018-03-15,1521072000.0
939,15 March 2018,2018,1,Battle-No change of territory,1,14,5.1066,7.3667,1,0,1524053816,2018-03-15,1521072000.0
941,15 March 2018,2018,1,Riots/Protests,6,60,9.08333,7.53333,1,0,1525109183,2018-03-15,1521072000.0
942,14 March 2018,2018,1,Violence against civilians,1,17,7.4605,6.6947,2,1,1524053816,2018-03-14,1520985600.0
944,14 March 2018,2018,1,Violence against civilians,2,27,11.8464,13.1603,1,2,1524053816,2018-03-14,1520985600.0
946,14 March 2018,2018,1,Violence against civilians,4,47,7.818,7.5309,2,25,1524053816,2018-03-14,1520985600.0
948,14 March 2018,2018,1,Violence against civilians,4,47,7.6897,7.0438,2,25,1524053816,2018-03-14,1520985600.0
950,14 March 2018,2018,1,Riots/Protests,6,60,7.4605,6.6947,1,0,1524053816,2018-03-14,1520985600.0
951,14 March 2018,2018,1,Riots/Protests,6,60,7.621,5.2215,1,0,1524053816,2018-03-14,1520985600.0
952,14 March 2018,2018,1,Riots/Protests,6,60,7.8024,6.742999999999999,1,0,1524053816,2018-03-14,1520985600.0
953,14 March 2018,2018,1,Riots/Protests,6,60,6.1987,7.0477,1,0,1524053816,2018-03-14,1520985600.0
954,14 March 2018,2018,1,Riots/Protests,5,15,7.5887,8.2087,1,0,1524053816,2018-03-14,1520985600.0
956,14 March 2018,2018,1,Battle-No change of territory,4,44,9.9285,8.8921,2,25,1524053816,2018-03-14,1520985600.0
958,14 March 2018,2018,1,Violence against civilians,4,47,9.794,8.863999999999999,2,25,1524053816,2018-03-14,1520985600.0
960,13 March 2018,2018,2,Violence against civilians,4,47,7.8155,8.8604,2,3,1524053816,2018-03-13,1520899200.0
962,13 March 2018,2018,2,Violence against civilians,4,47,9.9285,8.8921,2,1,1524053816,2018-03-13,1520899200.0
964,13 March 2018,2018,1,Riots/Protests,6,60,6.5942,3.3375,1,0,1524053816,2018-03-13,1520899200.0
965,13 March 2018,2018,1,Battle-No change of territory,4,44,5.7063,6.4374,2,1,1524053816,2018-03-13,1520899200.0
967,12 March 2018,2018,1,Riots/Protests,6,60,6.5942,3.3375,2,0,1524053817,2018-03-12,1520812800.0
968,12 March 2018,2018,1,Violence against civilians,4,47,9.9333,8.7333,2,7,1524053817,2018-03-12,1520812800.0
970,12 March 2018,2018,2,Violence against civilians,1,17,7.6736,5.7568,1,0,1524053817,2018-03-12,1520812800.0
972,12 March 2018,2018,1,Violence against civilians,4,47,6.5833,8.05,2,4,1524053817,2018-03-12,1520812800.0
974,12 March 2018,2018,1,Violence against civilians,4,47,9.3713,9.6192,1,25,1524053817,2018-03-12,1520812800.0
976,12 March 2018,2018,1,Riots/Protests,6,60,7.621,5.2215,1,0,1524053817,2018-03-12,1520812800.0
977,12 March 2018,2018,1,Riots/Protests,6,60,7.7411,8.5121,1,0,1524053817,2018-03-12,1520812800.0
978,12 March 2018,2018,1,Riots/Protests,6,60,9.08333,7.53333,1,0,1525109183,2018-03-12,1520812800.0
979,11 March 2018,2018,1,Violence against civilians,4,47,6.2893,8.9104,2,9,1524053817,2018-03-11,1520726400.0
981,10 March 2018,2018,2,Riots/Protests,5,15,5.8648,5.7537,1,2,1524053817,2018-03-10,1520640000.0
983,09 March 2018,2018,1,Violence against civilians,4,47,6.2893,8.9104,2,1,1524053817,2018-03-09,1520553600.0
985,09 March 2018,2018,1,Violence against civilians,4,47,9.2333,8.85,1,16,1524053817,2018-03-09,1520553600.0
987,08 March 2018,2018,1,Riots/Protests,6,60,9.1031,7.4944,1,0,1524053817,2018-03-08,1520467200.0
988,08 March 2018,2018,1,Battle-No change of territory,4,44,6.2893,8.9104,2,1,1524053817,2018-03-08,1520467200.0
990,08 March 2018,2018,1,Riots/Protests,5,57,9.0833,6.0167,1,0,1524053817,2018-03-08,1520467200.0
992,08 March 2018,2018,1,Riots/Protests,6,60,9.0833,7.5333,1,0,1524053817,2018-03-08,1520467200.0
993,08 March 2018,2018,1,Riots/Protests,6,60,9.0833,7.5333,1,0,1524053817,2018-03-08,1520467200.0
994,08 March 2018,2018,1,Riots/Protests,6,60,9.0833,7.5333,1,0,1524053817,2018-03-08,1520467200.0
995,08 March 2018,2018,1,Violence against civilians,4,47,9.85,8.7333,1,5,1524053817,2018-03-08,1520467200.0
997,08 March 2018,2018,1,Violence against civilians,4,47,7.2667,9.9833,2,1,1524053817,2018-03-08,1520467200.0
999,08 March 2018,2018,1,Violence against civilians,4,47,7.3158,10.2451,1,1,1524053817,2018-03-08,1520467200.0
1001,07 March 2018,2018,1,Riots/Protests,5,55,6.335,5.6275,1,0,1524053817,2018-03-07,1520380800.0
1003,07 March 2018,2018,1,Riots/Protests,6,60,9.2167,12.65,1,0,1524053817,2018-03-07,1520380800.0
1004,07 March 2018,2018,1,Riots/Protests,6,60,10.1614,12.7399,2,0,1524053817,2018-03-07,1520380800.0
1005,06 March 2018,2018,1,Remote violence,2,27,12.024000000000001,13.9165,2,4,1524053818,2018-03-06,1520294400.0
1007,06 March 2018,2018,1,Battle-No change of territory,3,23,11.8717,13.2603,1,3,1524053818,2018-03-06,1520294400.0
1009,06 March 2018,2018,1,Riots/Protests,5,55,7.7998,5.3324,1,0,1524053818,2018-03-06,1520294400.0
1011,06 March 2018,2018,1,Riots/Protests,6,60,8.5,4.55,1,0,1524053818,2018-03-06,1520294400.0
1012,06 March 2018,2018,1,Violence against civilians,4,47,5.7458,6.3365,1,1,1524053818,2018-03-06,1520294400.0
1014,06 March 2018,2018,1,Violence against civilians,2,27,12.373,14.2069,1,3,1524053818,2018-03-06,1520294400.0
1016,05 March 2018,2018,1,Violence against civilians,2,27,12.024000000000001,13.9165,1,3,1524053818,2018-03-05,1520208000.0
1018,05 March 2018,2018,1,Battle-No change of territory,4,44,7.8333,10.95,1,0,1524053818,2018-03-05,1520208000.0
1020,05 March 2018,2018,1,Battle-No change of territory,4,44,7.8667,10.9667,2,0,1524053818,2018-03-05,1520208000.0
1022,05 March 2018,2018,1,Battle-No change of territory,4,44,7.9667,10.9167,1,0,1524053818,2018-03-05,1520208000.0
1024,05 March 2018,2018,1,Riots/Protests,5,50,6.6155,3.5087,1,0,1524053818,2018-03-05,1520208000.0
1025,05 March 2018,2018,1,Violence against civilians,3,37,9.8667,8.7833,1,1,1524053818,2018-03-05,1520208000.0
1027,05 March 2018,2018,1,Violence against civilians,2,27,12.1,13.7,2,2,1524053818,2018-03-05,1520208000.0
1029,05 March 2018,2018,1,Violence against civilians,4,47,7.0336,7.8134,2,24,1524053818,2018-03-05,1520208000.0
1031,05 March 2018,2018,1,Riots/Protests,6,60,9.08333,7.53333,1,0,1525109183,2018-03-05,1520208000.0
1032,04 March 2018,2018,1,Battle-No change of territory,4,44,7.2667,11.0333,1,3,1524053818,2018-03-04,1520121600.0
1034,04 March 2018,2018,1,Violence against civilians,4,47,5.7902,6.1047,1,0,1524053818,2018-03-04,1520121600.0
1036,04 March 2018,2018,1,Violence against civilians,4,47,7.8155,8.8604,2,5,1524053818,2018-03-04,1520121600.0
1038,04 March 2018,2018,1,Violence against civilians,4,47,6.0716,8.1028,2,6,1524053818,2018-03-04,1520121600.0
1040,03 March 2018,2018,1,Violence against civilians,4,47,6.7,11.2667,1,2,1524053818,2018-03-03,1520035200.0
1042,03 March 2018,2018,2,Violence against civilians,4,47,6.75,11.2,1,0,1524053818,2018-03-03,1520035200.0
1044,03 March 2018,2018,2,Violence against civilians,4,47,6.8,11.05,1,0,1524053818,2018-03-03,1520035200.0
1046,03 March 2018,2018,1,Violence against civilians,3,37,7.5456,6.2538,1,0,1524053818,2018-03-03,1520035200.0
1048,02 March 2018,2018,1,Violence against civilians,2,27,11.2689,11.9994,1,1,1524053818,2018-03-02,1519948800.0
1050,01 March 2018,2018,1,Battle-No change of territory,4,44,7.2667,11.0333,1,15,1524053818,2018-03-01,1519862400.0
1052,01 March 2018,2018,1,Riots/Protests,6,60,9.0833,7.5333,1,0,1524053818,2018-03-01,1519862400.0
1053,01 March 2018,2018,1,Violence against civilians,2,27,10.802,13.579,1,1,1524053818,2018-03-01,1519862400.0
1055,01 March 2018,2018,1,Violence against civilians,2,27,10.8155,13.4195,1,0,1524053818,2018-03-01,1519862400.0
1057,01 March 2018,2018,1,Violence against civilians,2,27,12.2829,14.4724,1,3,1524053819,2018-03-01,1519862400.0
1059,01 March 2018,2018,1,Battle-No change of territory,1,12,12.2829,14.4724,1,10,1524053819,2018-03-01,1519862400.0
1061,01 March 2018,2018,1,Riots/Protests,6,60,9.08333,7.53333,1,0,1525109183,2018-03-01,1519862400.0
1062,28 February 2018,2018,1,Battle-Government regains territory,1,12,11.1036,13.713,2,2,1524053819,2018-02-28,1519776000.0
1064,28 February 2018,2018,2,Battle-No change of territory,1,14,9.4667,12.0333,2,10,1524053819,2018-02-28,1519776000.0
1066,28 February 2018,2018,1,Non-violent transfer of territory,1,12,11.0932,13.8206,1,0,1524053819,2018-02-28,1519776000.0
1068,28 February 2018,2018,1,Non-violent transfer of territory,1,12,11.1036,13.713,2,0,1524053819,2018-02-28,1519776000.0
1070,28 February 2018,2018,1,Violence against civilians,1,17,12.7731,9.0158,1,1,1524053819,2018-02-28,1519776000.0
1072,28 February 2018,2018,1,Battle-Government regains territory,1,12,11.0755,13.795,1,3,1524053819,2018-02-28,1519776000.0
